Query,Ambiguity Type,Retrieved,Retrieved Count,Context Length,Retrieved Context,Ground Truth,Prediction,Similarity,Expert1,Expert2,Final Label,,,,,,
What is the size of Baidyanathdham?,Locational Extent Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,The Baidyanathdham temple complex occupies an area of approximately 1.5 acres (about 6000 square metres).," I don't have real-time data, but as of my last update, the Baidyanath Dham complex in Deoghar, India, covers an area of approximately 25 acres (about 10 hectares). However, this complex includes several temples and other structures, so the exact size of a specific temple within that complex might vary. For the most accurate information, I would recommend checking the latest data from reliable sources like travel guides or official websites.",0.7777,Not Correct,Not Correct,Halucinate,1,1,445,105,4.238095238,1
What is the total area covered by the Baidyanathdham temple complex?,Locational Extent Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The Baidyanathdham temple complex covers a total area of about 1.5 acres (approximately 6000 square metres).," I don't have real-time data access, but as of information available from various online sources, the Baidyanath Dham temple complex, also known as the Baba Baidyanath Temple or Nagrakeshwar Mahadev, located in Deoghar, Jharkhand, India, is approximately 13 acres (5.26 hectares) in size. However, it's always a good idea to verify this information before using it in any critical context.",0.7304,Not Correct,Not Correct,Halucinate,0,1,389,108,3.601851852,1
What is the total length of paved roads inside the Deoghar municipal area?,Geometric Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,Deoghar Municipal Corporation (DMC) maintains roads of about 180 kilometres in length," I don't have real-time data access, but I can tell you that as of 2017, the total length of paved roads within the Deoghar Municipal Corporation (DMC) in India was approximately 85.3 km. However, this number may have changed since then due to ongoing development and maintenance work. For the most accurate information, I would recommend checking with local authorities or conducting a recent survey.",0.7015,Not Correct,Not Correct,Halucinate,0,1,401,85,4.717647059,1
What is the width of the Mayurakshi River near Dumka?,Locational Extent Ambiguity | Relational Semantic Ambiguity,N/A,N/A,N/A,N/A,"The width of the Mayurakshi River near Dumka city varies seasonally, averaging about 60 to 80 metres during non-monsoon periods."," The exact width of the Mayurakshi River can vary depending on several factors such as the season, flood levels, and location along the river. However, a general estimate is that it ranges between 200 to 500 meters near Dumka in Jharkhand, India. For precise information, it's best to consult local hydrological or environmental authorities or check up-to-date data sources.",0.8408,Correct,Not Correct,Ok,1,1,374,128,2.921875,0
"What kind of geographic feature is Marang Buru – a ridge, a plateau, or a hill?",Location Geometry Type Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Marang Buru is a prominent hill, which is the highest point in the Dumka-Godda Uplands region."," Based on the information I have, Marang Buru is typically referred to as a hill. It's a prominent hill or small mountain in Indonesia, located in the Central Maluku Regency. However, it could also be considered a small ridge within the larger landscape. The exact classification can sometimes depend on local definitions and the specific context of the geographical region.",0.7592,Not Correct,Not Correct,Halucinate,1,1,374,94,3.978723404,1
What was the area of Dumka earlier?,Temporal Spatial Ambiguity | Locational Extent Ambiguity,N/A,N/A,N/A,N/A,"Before the creation of Jamtara district in 2001, undivided Dumka district had an area of approximately 6212 square kilometres (later reduced to 3716 sq km)."," Dumka is a city and a municipal corporation in Deoghar district in the Indian state of Jharkhand. Prior to its formation as a municipality, the area was part of Undivided Bihar. The exact size of the area before its division into modern states is not readily available, but it was part of the larger Santhal Parganas region, which covered an area of approximately 19,340 square kilometers. However, for a more specific and accurate answer regarding Dumka's area, I would recommend consulting historical maps or documents related to the region.",0.7464,Not Correct,Not Correct,Halucinate,0,1,544,156,3.487179487,1
What was the official name of Deoghar before Indian independence?,Temporal Spatial Ambiguity | Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"Before Indian independence, Deoghar was officially referred to as ""Deoghar"" in government records, though it was colloquially and historically also known as ""Baidyanathdham"" or ""Baba Dham""; the British also referred to the town as part of the Santal Parganas."," Before Indian independence, the city known as Deoghar today was called Tilaiya or Tilahara. However, it is important to note that the region was part of various historical kingdoms and empires like the Maurya Empire, Magadha, Pala Empire, and later the Mughal Empire. The name ""Deoghar"" became more common after the British era, specifically during the colonial period when it was often referred to as Deogarh or Deokot. But Tilaiya is believed to be its original ancient name.",0.6883,Not Correct,Not Correct,Halucinate,0,0,478,259,1.845559846,1
What was the old cart track connecting Deoghar to Jasidih before the railway was built?,Temporal Spatial Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,"The old cart track between Deoghar and Jasidih followed roughly the alignment of the present-day Station Road, a narrow unpaved path used for bullock carts and pedestrian traffic before the railway line was commissioned in the late 19th century."," The old cart track you're referring to is likely the one known as the Deoghar-Jasidih Kutcha Raah (unpaved road), which was a major route of transportation in the region before the construction of the railway line. This route connected the holy city of Deoghar, famous for its Baidyanath Dham temple, with Jasidih, a significant junction on the Howrah-Delhi main line in India. The railway line connecting these two places was indeed built later, enhancing transportation and connectivity in the region.",0.7937,Correct,Not Correct,Ok,1,1,504,245,2.057142857,0
What were the pre-colonial historical names of the Mansarovar water body?,Toponymical Naming Ambiguity | Temporal Spatial Ambiguity,N/A,N/A,N/A,N/A,"The pre-colonial historical name of the Mansarovar water body is believed to be the same    ""Mansarovar""    named after the sacred Lake Mansarovar in Tibet; it may also have been referred to locally as ""Baba Dham Pokhar"" or ""Shivganga"" in some texts."," The Mansarovar Lake, which is located in modern-day Tibet (China) and Uttrakhand (India), has been revered for thousands of years in various ancient cultures. Its pre-colonial historical names include:

1. Mtsho-rgyal or Rin-chen-rgyal (Tibetan): Meaning ""The Lake of the Gods"" or ""The Lake of the King of Kings."" This name is still used by Tibetans and Buddhists.

2. Manasarovar (Sanskrit): In Hindu texts, it is known as Manas Sarovar or the ""Lake of the Mind"" or ""Tank of Thought,"" associated with Lord Brahma, the creator god in Hinduism.

3. Tso Mepha Khang (Nepali): Meaning ""The Lake of Compassion"" and is a term used by Nepalese Buddhists.

4. Lake of Serenity or Lake of Tranquility: According to Jain texts, it is called the ""Kshira-jala,"" which means a 'pool of milk.'

5. Lhamo La-tso (Tibetan): Meaning ""Goddess Mother Lake"" and refers to the belief that the lake is inhabited by a female deity.",0.6501,Not Correct,Not Correct,Halucinate,0,0,910,250,3.64,1
"When someone says ""Deoghar"", are they talking about the city or the district?",Spatial Granularity Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,"In common usage, ""Deoghar"" may refer to either the city (municipal corporation area) or the entire district; context determines whether the urban centre or the broader administrative territory is meant."," Deoghar is a city and also a municipal corporation in the Indian state of Jharkhand. However, it is also the headquarters of Deoghar district, so in some contexts, it could refer to both the city and the district.",0.848,Correct,Correct,Ok,1,1,214,202,1.059405941,0
Where are the Trikut peaks?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The Trikut peaks are located in the Deoghar district of Jharkhand, India."," The Trikut peaks, also known as Trigun Tses, are a group of three mountains located in the Spiti Valley, Himachal Pradesh, India. They are part of the Zanskar range and are situated near the Indo-Tibetan border. The peaks are named Ratang Tse (Western Peak), Chenanga Tse (Middle Peak), and Kangri Tse (Eastern Peak). These peaks are considered sacred by both Buddhists and Hindus, and are a popular destination for trekkers and mountaineers.",0.7369,Not Correct,Not Correct,Halucinate,0,1,443,73,6.068493151,1
Where can one find the tourist information office in Deoghar?,Semantic Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The tourist information office in Deoghar is located at the Deoghar Tourist Complex near Tower Chowk, operated by Jharkhand Tourism."," To find the tourist information office in Deoghar, you can visit the following locations:

1. Deoghar Tourist Information Center: Located at Bihar Sharif Road near Deoghar Junction, it is a government-run office that provides information about tourist attractions, accommodations, and travel services.

2. The Deoghar District Magistrate's Office also offers tourist information and assistance for visitors. You can find it located on Bihar Sharif Road near the railway station.

3. Additionally, many hotels and travel agencies in Deoghar can provide you with valuable information about local attractions and tour packages. Some popular options include Hotel Maurya and Hotel Shree Ganesh International, both situated on Mahatma Gandhi Marg.

For more accurate information, it's recommended to contact the Bihar Tourism Department or check their official website for up-to-date details regarding opening hours and services provided at each location.",0.749,Not Correct,Not Correct,Halucinate,0,1,951,132,7.204545455,1
Where exactly is the main bus terminus located in Deoghar?,Semantic Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The main bus terminus in Deoghar is located near the Tower Chowk area, adjacent to the Deoghar-Dumka road, approximately 2 km from the railway station."," The main bus terminus in Deoghar, India, is known as the Deoghar Bus Stand. It's located on National Highway 223 and close to the Bihar State Road Transport Corporation (BSRTC) office. The bus stand serves as a significant transportation hub for various state-run and private buses operating in and around Deoghar, as well as for longer journeys.",0.7683,Correct,Not Correct,Ok,1,1,347,151,2.298013245,0
Where is Baba Dham?,Toponymical Semantic Ambiguity | Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"Baba Dham is located in the Deoghar city, Jharkhand. There is also a Baba Basukinath Temple in Dumka, Jharkhand."," Baba Dham, also known as Baba Derasahib or Lakshman Jhula, is located in Uttarkashi district, Uttarakhand, India. It's situated near the confluence of the Bhagirathi and Alaknanda rivers, which later merge to form the Ganges river. The site is well-known for a shrine dedicated to Lord Lakshmana, the younger brother of Lord Rama, as per Hindu mythology.",0.7849,Not Correct,Not Correct,Halucinate,1,1,355,112,3.169642857,1
"Where is Baidyanathdham, Deoghar?",Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Baidyanathdham is located within the Deoghar Municipal Corporation area, in Deoghar district, Jharkhand."," Baidyanathdham, also known as Baba Baidyanath Temple, is located in the city of Deoghar, in the state of Jharkhand, India. Specifically, it's situated near the Falmandar hill and the Bhangadwar mountain range, about 250 kilometers northeast of Nagpur, Maharashtra. It is one of the twelve Jyotirlingas, which are considered to be the most sacred abodes of Shiva according to Hindu mythology.",0.8117,Not Correct,Not Correct,Halucinate,1,1,392,104,3.769230769,1
Where is Baidyanathdham?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Baidyanathdham is located in the heart of Deoghar city, within the Deoghar Municipal Corporation area, in Deoghar district, Jharkhand in India"," Baidyanath Dham, also known as Baidyanath Jyotirlinga or Naganath, is a Hindu temple located in Deogarh (also known as Deoghar), in the state of Jharkhand, India. It's one of the twelve Jyotirlingas, which are sacred Hindu sites said to represent the supreme manifestation of Shiva. The town where it is situated is often referred to as Baidyanath or Vaidyanath.",0.6817,Not Correct,Not Correct,Halucinate,0,0,363,142,2.556338028,1
Where is Dumka Sadar Hospital Blood Bank?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The blood bank at Dumka Sadar Hospital is located within the hospital campus, in a dedicated building adjacent to the main emergency block."," Dumka Sadar Hospital Blood Bank is located in Dumka, Jharkhand, India. The exact address is:

Dumka Sadar Hospital
Dumka - Tano Road, Near Railway Station,
Dumka, Jharkhand 815301

You can find it near the Dumka Railway Station. If you're planning a visit, I recommend checking their official website or contacting them directly for any specific inquiries or to confirm their operational hours.",0.8642,Correct,Not Correct,Ok,1,1,395,139,2.841726619,0
Where is Dumka Sadar Hospital?,Semantic Result Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,"Dumka Sadar Hospital is on Hospital Road in the Banderjori area of Dumka, Jharkhand."," Dumka Sadar Hospital is located in Dumka, a city in the Indian state of Jharkhand. The exact address is:

Dumka Sadar Hospital
Old Circuit House Road,
Dumka, Jharkhand 815301
India",0.9273,Correct,Not Correct,Ok,1,1,181,84,2.154761905,0
Where is Dumka?,Spatial Granularity Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,Dumka is a district in the north east of Jharkhand and also the city that serves as the district headquarters.," Dumka is a city in the Indian state of Jharkhand. It's located in the Santhal Pargana district and serves as the headquarters of both the district and the Dumka division. The city is known for its rich cultural heritage, particularly its association with the tribal communities, such as the Santhals and Mundas.",0.9406,Correct,Not Correct,Ok,1,1,312,110,2.836363636,0
Where is Mansarovar?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Mansarovar pond is located adjacent to the Baidyanathdham temple complex in Deoghar city, Deoghar district, Jharkhand."," Mansarovar is a freshwater lake located in the Tibet Autonomous Region of China, near Mount Kailash. It's situated at an elevation of about 4,590 meters (15,060 feet) above sea level. The lake is considered sacred by Hindus, Buddhists, and Jains, and is a popular pilgrimage site.",0.7229,Not Correct,Not Correct,Halucinate,0,1,281,118,2.381355932,1
Where is Marang Buru located?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Marang Buru is located in the Dumka-Godda uplands, within the Marang Buru Reserved Forest area of Dumka district, Jharkhand."," Marang Buru is a small island in the Banda Sea, Maluku Islands, Indonesia. It's part of the Banda Islands archipelago, which is famous for its nutmeg production and colonial history. The exact coordinates for Marang Buru are approximately 3°40'58.0""S 127°29'16.2""E (as of Google Maps).",0.7096,Not Correct,Not Correct,Halucinate,0,1,288,124,2.322580645,1
"Where is Nayapara, Dumka?",Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,Nayapara is a revenue village located within the Dumka Sadar CD Block.," Nayapara is a village located in the Dumka district of Jharkhand, India. It falls under the administrative jurisdiction of Barabhum block and is roughly about 50 kilometers away from the district headquarters, Dumka city. The coordinates for Nayapara are approximately: Latitude: 24.9783° N Longitude: 87.6715° E.",0.8238,Not Correct,Not Correct,Halucinate,1,1,316,70,4.514285714,1
Where is Nayapara?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Nayapara is a revenue village located within Dumka City, approximately 10-12 km from Dumka city centre in the south/southeast direction."," Nayapara is a refugee camp located in Teknaf Upazila, Cox's Bazar district in Bangladesh. It's one of the camps housing Rohingya refugees who have fled from Myanmar due to persecution and violence.",0.696,Not Correct,Not Correct,Halucinate,0,0,198,136,1.455882353,1
Where is Parasnath?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,Parasnath Hill is located in the Giridih district of Jharkhand state.," Parasnath is a hill located in the state of Jharkhand, India. It's famous among Jains as it's believed to be the site where the 23rd Tirthankara, Parsvanatha achieved spiritual liberation (Moksha). The main temple atop the hill is known as Shikharji or Girnar Parvat, and it's one of the most important pilgrimage sites for Jains worldwide.",0.7881,Not Correct,Not Correct,Halucinate,1,1,341,69,4.942028986,1
Where is the base of Trikut Buru?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The base of Trikut Buru is situated near the village of Trikutpar, approximately 15 km from Deoghar city."," Trikut Buru, also known as Triple Peaks, is a mountain range located in the union territory of Ladakh, India. Specifically, it's part of the Karakoram range in the Himalayas. The exact location of the base of Trikut Buru would depend on which peak you are referring to within this range. However, without specifying a specific peak, it's hard to provide an exact geographical coordinate for the base. For more precise information, I would recommend consulting a map or a guidebook about the region.",0.7575,Not Correct,Not Correct,Halucinate,1,1,499,105,4.752380952,1
Where is the designated bathing ghat on the Mansarovar pond?,Spatial Part Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,"The designated bathing ghat at Mansarovar pond is located on the eastern edge, with steps leading into the water, within the temple trust premises."," The Mansarovar Lake, located in Tibet Autonomous Region of China (also claimed by India) near Mount Kailash, has several designated bathing ghats for pilgrims. However, it's essential to note that these sites are significant in Hindu and Buddhist religions, and the practices surrounding them can be quite sacred.

One notable bathing site is known as Charan Sparsh Ghat, where devotees believe they can take a dip in the holy waters and touch the footprints of Lord Shiva, symbolized by rock impressions at the site. Another well-known bathing spot is the Tarboche Mela ground, which hosts an annual fair during the full moon of July or August (Chotrul Duchen).

It's crucial to consult with a travel agent or tour operator experienced in organizing pilgrimages to Mount Kailash and Mansarovar for accurate and up-to-date information on the designated bathing ghats, as regulations can change over time. Additionally, it's important to be aware of any local rules and safety guidelines when visiting these sacred sites.",0.6472,Not Correct,Not Correct,Halucinate,0,0,1021,147,6.945578231,1
Where is the entrance of Baidyanathdham?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The entrance to Baidyanathdham temple is on the western side of the complex, accessed via Baba Mandir Road."," Baidyanath Dham, also known as Baidynath Temple or Naganath-Jyotirlinga, is located in Deoghar, Jharkhand, India. The main entrance is on the southern side of the temple complex, which can be accessed from the main road leading to the temple.

The exact coordinates for the Baidyanath Dham are:

Latitude: 24.3169° N (24 degrees 18 minutes 52 seconds North)
Longitude: 87.2081° E (87 degrees 12 minutes 29 seconds East)",0.6596,Not Correct,Not Correct,Halucinate,0,0,422,107,3.943925234,1
Where is the hospital in Dumka?,Spatial Granularity Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The main government hospital in Dumka, Dumka Sadar Hospital, is situated on Hospital Road near the Collectorate and District Court complex."," The main hospital in Dumka, Jharkhand, India, is the Sadar Hospital. It's located on National Highway-39, near Dumka Bus Stand. However, for the most accurate and up-to-date information, it would be best to verify with local authorities or check online mapping services like Google Maps.",0.8437,Correct,Not Correct,Ok,1,1,288,139,2.071942446,0
Where is the main gate of Baidyanathdham?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The main gate of Baidyanathdham is on the western side of the temple complex, facing the Baba Mandir Road."," The main gate of Baidyanath Temple, also known as Baba Baidyanath Dham or Naganath-Jyotirlinga, is located in Deoghar, Jharkhand, India. Specifically, it's situated near the town of Sitabardi within the larger Deoghar district. The temple complex is surrounded by a wall with several gates, but the main entrance is known as the ""Chhoti Talaab Darwaza,"" which faces west. This sacred temple is one of the twelve Jyotirlingas, the holiest abodes of Shiva in Hinduism.",0.6922,Not Correct,Not Correct,Halucinate,0,0,467,106,4.405660377,1
Where is the Mansarovar ghat?,Spatial Part Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,"The Mansarovar ghat is on the eastern bank of the Mansarovar pond, adjacent to the Baidyanathdham temple complex boundary."," The Mansarovar Ghat is located on the shores of Lake Mansarovar in Tibet, autonomous region of China. It's a sacred site for Hindus and Buddhists as both religions consider this lake to be of great spiritual significance. The journey to the Mansarovar Ghat is often part of the Char Dham Yatra (the four holy pilgrimages) in Hinduism, and the Kailash Manasarovar Yatra. However, due to political reasons, it can be challenging for Indian citizens to obtain permits for this pilgrimage, so it's important to research and plan carefully before attempting such a journey.",0.7529,Not Correct,Not Correct,Halucinate,1,1,569,122,4.663934426,1
Where is the meditation hall (Dhyan Mandap) situated inside Baidyanathdham?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,The Dhyan Mandap (meditation hall) is situated in the northeastern section of the Baidyanathdham temple complex.," The Baidyanath Dham, also known as Baba Baidyanath Temple or Nathadwara, is a famous Hindu temple located in Deogarh, Jharkhand, India. However, I couldn't find specific information about a meditation hall (Dhyan Mandap) within the main complex of Baidyanath Dham.

There are several meditation centers and ashrams nearby that visitors might visit for meditation purposes, but the exact location inside the Baidyanath Dham is not widely documented. It's always best to check with local authorities or tour guides for accurate information regarding specific facilities within the temple complex.",0.8725,Not Correct,Not Correct,Halucinate,1,1,595,112,5.3125,1
Where is the parking lot of Deoghar railway station relative to the main entrance?,Spatial Part Ambiguity | Relational Semantic Ambiguity,N/A,N/A,N/A,N/A,"The parking lot of Deoghar railway station is located on the eastern side of the main entrance building, facing the station approach road."," The parking lot at Deoghar Railway Station is located outside the main entrance, on the southern side. However, it's important to note that the availability and organization of parking spaces may vary, so it's a good idea to ask station staff for specific details upon arrival. Additionally, if you have any mobility issues, it might be helpful to know that there are porters available at the station who can assist with luggage and navigation.",0.8629,Not Correct,Not Correct,Halucinate,1,1,445,138,3.224637681,1
Where is the peak of Marang Buru?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The peak of Marang Buru is situated within the Marang Buru Reserved Forest area, accessible via trekking routes from the Dumka-Shikaripara road."," Marang Buru, also known as Mount Buru or Gunung Buru, is a mountain located in Southeast Asia. Specifically, it's in Indonesia on the island of Buru, which is part of the Maluku Islands. The exact location coordinates are approximately 3°57'20.4""S 128°49'38.7""E. However, if you're referring to the peak's elevation, Marang Buru stands at approximately 1,661 meters (5,450 feet) above sea level.",0.7324,Not Correct,Not Correct,Halucinate,0,1,398,144,2.763888889,1
Where are the peaks of Trikut Buru?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The peaks of Trikut Buru are in the Deoghar district of Jharkhand, India."," The Trikut Buru peaks, also known as the Three Sisters, are located in the Andaman and Nicobar Islands, India. They are a part of the Teressa Islands, a group of three uninhabited islands lying about 120 km north-east of Great Nicobar Island. The exact coordinates for these peaks aren't easily available due to their remote location and protection as part of the Andaman and Nicobar Islands' biosphere reserve. However, you can find detailed information about them in books on Indian geography or by consulting a reputable online map resource that specializes in Asian geographical data. It's essential to note that visiting these islands is restricted due to their protected status, so it's crucial to follow local regulations and guidelines if you plan to explore the region further.",0.6114,Not Correct,Not Correct,Halucinate,0,0,787,73,10.78082192,1
Where is the road to Trikut Buru?,Semantic Result Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,"The road to Trikut Buru begins from the Deoghar-Dumka highway, with a diversion near Mohanpur that leads toward the Trikut hill base."," Trikut Buru, also known as Triple Peaks or Trikuta Hill, is located in Pushkar, Ajmer district, Rajasthan, India. To reach Trikut Buru, you can follow these directions:

1. By Air: The nearest airport to Pushkar is Sanganer Airport in Jaipur, which is approximately 145 km away. From there, you can hire a taxi or take a bus to Ajmer, and then another local transport to reach Pushkar.

2. By Train: The closest railway station is Ajmer Junction, located about 11 km from Pushkar. Regular trains run between Ajmer and several major cities in India. From Ajmer, you can take a taxi or bus to Pushkar.

3. By Road: Pushkar has excellent road connectivity with major cities like Jaipur (145 km), Delhi (420 km), Udaipur (200 km), and Jodhpur (250 km). You can travel by bus or hire a taxi for your journey.

Once in Pushkar, follow these directions to reach Trikut Buru:

- Head towards the main road (NH 89) leading from Pushkar town towards Ajmer.
- After traveling approximately 4 km from Pushkar on this road, you will find a left turn towards Savitri Temple. Take that turn.
- From Savitri Temple, continue for about 3 km until you reach the foot of Trikut Hills.
- There are steps leading up to the top of the hill where Trikut Buru is located. Climb the steps and enjoy the panoramic views of Pushkar from the peak!",0.6093,Not Correct,Not Correct,Halucinate,0,0,1320,133,9.92481203,1
Where is the treasury office (koshagar) located within Dumka?,Semantic Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The district treasury office (Koshagar) in Dumka is located within the Collectorate campus, near the main administrative block."," I don't have real-time data, but based on available information, the Treasury Office (Koshagar) in Dumka, Jharkhand, India, is typically located at the District Collectorate or District Administration Headquarters. However, for the most accurate and up-to-date location, I recommend checking the official websites of the Jharkhand government or contacting local authorities.",0.6712,Not Correct,Not Correct,Halucinate,0,0,375,127,2.952755906,1
Where is the western entrance of Baidyanathdham?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The western entrance of Baidyanathdham is located along the Baba Mandir Road, opposite the dharamshala and administrative buildings."," The Western entrance of Baidyanath Dham, also known as Baba Baidyanath Temple or Naganath Temple, is located in Deoghar district, Jharkhand, India. Specifically, it's situated in the small town of Deoghar itself, which is approximately 250 kilometers from Patna and 246 kilometers from Dumka. The temple is a significant Hindu pilgrimage site dedicated to Lord Shiva.",0.7598,Correct,Not Correct,Ok,1,1,368,132,2.787878788,0
Where is the wholesale vegetable market situated in Deoghar?,Semantic Result Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The wholesale vegetable market in Deoghar is situated in the Kasturba Gandhi Chowk area (also known locally as Sabzi Mandi), in the central part of town."," I don't have real-time data, but as of my last update, the main Wholesale Vegetable Market in Deoghar, India, is located near the Deoghar Junction Railway Station on Khalia Road. However, it would be best to verify this information with local resources or contact a local tourist information center for the most current details.",0.7861,Correct,Not Correct,Ok,1,1,329,153,2.150326797,0
Where is Trikut Buru?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Trikut Buru is a hill range located about 15 kilometres from Deoghar city, within Deoghar district, Jharkhand."," Trikut Buru, also known as the Three Peaks of Buru, is a geographical feature located on the island of Buru in Indonesia. The island is part of the Maluku province, specifically the Halmahera regency. The exact coordinates for Trikut Buru are approximately 1.5362° S, 127.4940° E.",0.7329,Not Correct,Not Correct,Halucinate,0,1,283,110,2.572727273,1
Where is Trikut?,Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Trikut refers to Trikut Buru, which is a hill range near Deoghar city, within Deoghar district, Jharkhand."," Trikut is a mountain range in the Indian state of Maharashtra, specifically located in the Aurangabad district. It's most known for being the site of the Ajanta Caves, a UNESCO World Heritage Site that features ancient Buddhist rock-cut cave temples and monasteries dating back to the 2nd century BCE to about 480 CE. The caves are famous for their sculptures, paintings, and architectural grandeur. The exact location of Trikut is approximately 107 km northwest of Aurangabad city.",0.7417,Not Correct,Not Correct,Halucinate,0,1,483,106,4.556603774,1
Where was the old railway station of Deoghar?,Temporal Spatial Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The old railway station of Deoghar was located at Baidyanathdham (the present Deoghar Junction), which has been in operation since the early 1900s as part of the Jasidih-Deoghar branch line."," The old railway station in Deoghar, a city in Jharkhand, India, was located on the Grand Chord Line (Howrah-Delhi main line) and is currently known as Deoghar Junction. However, it's important to note that there have been multiple railway developments over time, so I'm referring to the most recent old station before current improvements or expansions were made. The station code for Deoghar Junction is DEG.",0.8388,Correct,Not Correct,Ok,1,1,410,190,2.157894737,0
Where was the original base of Trikut Buru trek?,Temporal Spatial Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,"The original base of the Trikut Buru trek was at the same location as the current one, near Trikutpar village, which has been the traditional starting point for pilgrims and trekkers."," The Trikut Buru trek is located in the North Sikkim region of India, specifically within the Kangchenjunga National Park. The original base for this trek is Yumthang Valley, also known as the Valley of Flowers of Sikkim, which is situated at an elevation of approximately 11,800 feet (3,600 meters). From Yumthang, the trek leads to Trikut Buru (3590 m) and then towards the Green Lake and Mt. Khangchendzonga base camp.",0.6751,Not Correct,Not Correct,Halucinate,0,0,421,183,2.300546448,1
"Which ""Sadar Hospital"" is meant – the one in Deoghar or the one in Dumka?",Toponymical Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"""Sadar Hospital"" in the Dumka district context refers to Dumka Sadar Hospital; Deoghar district has its own separate ""Deoghar Sadar Hospital""."," The Sadar Hospital could refer to hospitals in both Deoghar and Dumka, as both are cities in the Indian state of Jharkhand. To provide a more precise answer, it would be best if you specify the context or location from which the question originates.",0.8869,Correct,Correct,Ok,1,1,250,142,1.76056338,0
Which blood bank is inside Dumka Sadar Hospital?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The licensed blood bank operating inside Dumka Sadar Hospital is the District Hospital Blood Bank, Dumka."," I don't have real-time data or the ability to access specific locations without being provided with that information. However, I can help you find out. To locate a blood bank within Dumka Sadar Hospital in India, you could try visiting the hospital's official website or contacting them directly for accurate and up-to-date information. Alternatively, you can look for local directories, community resources, or search online for ""blood banks in Dumka Sadar Hospital.""",0.7965,Not Correct,Not Correct,Halucinate,1,1,469,105,4.466666667,1
Which building in Dumka Sadar Hospital houses the blood donation unit?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,The blood donation unit is located in the Blood Bank building within the Dumka Sadar Hospital campus.," To provide an accurate response, I would need specific information about Dumka Sadar Hospital. However, typically in a hospital setting, the blood donation unit is usually located in the outpatient department or the medical ward. For more precise details, it's best to contact the hospital directly or visit their official website if available.",0.879,Not Correct,Not Correct,Halucinate,1,1,345,101,3.415841584,1
